time_sec,ECG_I,ECG_I_filtered,,,X2:ECG(raw),,X2:ECG(filt)
1.69,-0.1437,0.155,,,-143.7,,155
1.6933,-0.1434,0.1545,,,-143.4,,154.5
1.6967,-0.1407,0.1555,,,-140.7,,155.5
1.7,-0.1428,0.1555,,,-142.8,,155.5
1.7033,-0.1407,0.1544,,,-140.7,,154.4
1.7067,-0.1428,0.1551,,,-142.8,,155.1
1.71,-0.1395,0.1544,,,-139.5,,154.4
1.7133,-0.1488,0.1493,,,-148.8,,149.3
1.7167,-0.1473,0.1452,,,-147.3,,145.2
1.72,-0.1521,0.146,,,-152.1,,146
1.7233,-0.1434,0.148,,,-143.4,,148
1.7267,-0.1479,0.1498,,,-147.9,,149.8
1.73,-0.1383,0.1528,,,-138.3,,152.8
1.7333,-0.144,0.1519,,,-144,,151.9
1.7367,-0.1464,0.146,,,-146.4,,146
1.74,-0.1491,0.1443,,,-149.1,,144.3
1.7433,-0.1434,0.1493,,,-143.4,,149.3
1.7467,-0.1422,0.1513,,,-142.2,,151.3
1.75,-0.1404,0.1496,,,-140.4,,149.6
1.7533,-0.1428,0.152,,,-142.8,,152
1.7567,-0.1341,0.1549,,,-134.1,,154.9
1.76,-0.1383,0.1542,,,-138.3,,154.2
1.7633,-0.1362,0.1551,,,-136.2,,155.1
1.7667,-0.1341,0.1551,,,-134.1,,155.1
1.77,-0.1416,0.1501,,,-141.6,,150.1
1.7733,-0.1404,0.1487,,,-140.4,,148.7
1.7767,-0.1362,0.1538,,,-136.2,,153.8
1.78,-0.1332,0.1558,,,-133.2,,155.8
1.7833,-0.1335,0.156,,,-133.5,,156
1.7867,-0.1284,0.1598,,,-128.4,,159.8
1.79,-0.1266,0.1615,,,-126.6,,161.5
1.7933,-0.1305,0.1589,,,-130.5,,158.9
1.7967,-0.1266,0.1584,,,-126.6,,158.4
1.8,-0.1299,0.1606,,,-129.9,,160.6
1.8033,-0.1218,0.1623,,,-121.8,,162.3
1.8067,-0.1257,0.1629,,,-125.7,,162.9
1.81,-0.1224,0.1628,,,-122.4,,162.8
1.8133,-0.1239,0.1626,,,-123.9,,162.6
1.8167,-0.123,0.1617,,,-123,,161.7
1.82,-0.1272,0.1595,,,-127.2,,159.5
1.8233,-0.1233,0.1598,,,-123.3,,159.8
1.8267,-0.1224,0.1637,,,-122.4,,163.7
1.83,-0.1179,0.166,,,-117.9,,166
1.8333,-0.1167,0.1657,,,-116.7,,165.7
1.8367,-0.1206,0.1659,,,-120.6,,165.9
1.84,-0.114,0.1655,,,-114,,165.5
1.8433,-0.1212,0.1649,,,-121.2,,164.9
1.8467,-0.114,0.1662,,,-114,,166.2
1.85,-0.1173,0.1662,,,-117.3,,166.2
1.8533,-0.1164,0.1643,,,-116.4,,164.3
1.8567,-0.1188,0.164,,,-118.8,,164
1.86,-0.1149,0.1648,,,-114.9,,164.8
1.8633,-0.1149,0.1666,,,-114.9,,166.6
1.8667,-0.1104,0.1706,,,-110.4,,170.6
1.87,-0.1062,0.1719,,,-106.2,,171.9
1.8733,-0.1143,0.1679,,,-114.3,,167.9
1.8767,-0.1119,0.1656,,,-111.9,,165.6
1.88,-0.1128,0.1667,,,-112.8,,166.7
1.8833,-0.1125,0.1666,,,-112.5,,166.6
1.8867,-0.1101,0.1678,,,-110.1,,167.8
1.89,-0.1044,0.1728,,,-104.4,,172.8
1.8933,-0.1044,0.1752,,,-104.4,,175.2
1.8967,-0.1017,0.1729,,,-101.7,,172.9
1.9,-0.1074,0.1716,,,-107.4,,171.6
1.9033,-0.1032,0.1721,,,-103.2,,172.1
1.9067,-0.105,0.1715,,,-105,,171.5
1.91,-0.1041,0.1712,,,-104.1,,171.2
1.9133,-0.1044,0.1722,,,-104.4,,172.2
1.9167,-0.1011,0.1718,,,-101.1,,171.8
1.92,-0.1074,0.1699,,,-107.4,,169.9
1.9233,-0.1023,0.1695,,,-102.3,,169.5
1.9267,-0.1041,0.1718,,,-104.1,,171.8
1.93,-0.0972,0.1749,,,-97.2,,174.9
1.9333,-0.0993,0.1753,,,-99.3,,175.3
1.9367,-0.1002,0.1711,,,-100.2,,171.1
1.94,-0.1077,0.1662,,,-107.7,,166.2
1.9433,-0.1062,0.1652,,,-106.2,,165.2
1.9467,-0.1047,0.1669,,,-104.7,,166.9
1.95,-0.105,0.1674,,,-105,,167.4
1.9533,-0.1041,0.1662,,,-104.1,,166.2
1.9567,-0.1038,0.1668,,,-103.8,,166.8
1.96,-0.1023,0.1694,,,-102.3,,169.4
1.9633,-0.0987,0.1694,,,-98.7,,169.4
1.9667,-0.1044,0.1674,,,-104.4,,167.4
1.97,-0.0987,0.1688,,,-98.7,,168.8
1.9733,-0.0984,0.1725,,,-98.4,,172.5
1.9767,-0.0915,0.1747,,,-91.5,,174.7
1.98,-0.0939,0.1775,,,-93.9,,177.5
1.9833,-0.0816,0.1829,,,-81.6,,182.9
1.9867,-0.0837,0.1868,,,-83.7,,186.8
1.99,-0.0792,0.1855,,,-79.2,,185.5
1.9933,-0.0864,0.1825,,,-86.4,,182.5
1.9967,-0.0804,0.1835,,,-80.4,,183.5
2,-0.0837,0.1849,,,-83.7,,184.9
2.0033,-0.0828,0.1804,,,-82.8,,180.4
2.0067,-0.0897,0.1766,,,-89.7,,176.6
2.01,-0.0882,0.1772,,,-88.2,,177.2
2.0133,-0.0924,0.1702,,,-92.4,,170.2
2.0167,-0.1083,0.1578,,,-108.3,,157.8
2.02,-0.1062,0.1566,,,-106.2,,156.6
2.0233,-0.1041,0.159,,,-104.1,,159
2.0267,-0.1131,0.1514,,,-113.1,,151.4
2.03,-0.1146,0.1467,,,-114.6,,146.7
2.0333,-0.1119,0.1518,,,-111.9,,151.8
2.0367,-0.1074,0.1538,,,-107.4,,153.8
2.04,-0.1095,0.1534,,,-109.5,,153.4
2.0433,-0.1026,0.1575,,,-102.6,,157.5
2.0467,-0.1035,0.1596,,,-103.5,,159.6
2.05,-0.0981,0.1607,,,-98.1,,160.7
2.0533,-0.0954,0.1672,,,-95.4,,167.2
2.0567,-0.0891,0.169,,,-89.1,,169
2.06,-0.0996,0.1623,,,-99.6,,162.3
2.0633,-0.0954,0.1618,,,-95.4,,161.8
2.0667,-0.0933,0.1681,,,-93.3,,168.1
2.07,-0.0879,0.1689,,,-87.9,,168.9
2.0733,-0.0939,0.1657,,,-93.9,,165.7
2.0767,-0.0936,0.1644,,,-93.6,,164.4
2.08,-0.0936,0.1633,,,-93.6,,163.3
2.0833,-0.0972,0.1615,,,-97.2,,161.5
2.0867,-0.0948,0.161,,,-94.8,,161
2.09,-0.0948,0.1629,,,-94.8,,162.9
2.0933,-0.0903,0.1651,,,-90.3,,165.1
2.0967,-0.0939,0.1633,,,-93.9,,163.3
2.1,-0.0945,0.1602,,,-94.5,,160.2
2.1033,-0.0939,0.1614,,,-93.9,,161.4
2.1067,-0.0945,0.1621,,,-94.5,,162.1
2.11,-0.0921,0.1602,,,-92.1,,160.2
2.1133,-0.0948,0.1607,,,-94.8,,160.7
2.1167,-0.0846,0.1713,,,-84.6,,171.3
2.12,-0.0324,0.2162,,,-32.4,,216.2
2.1233,0.0384,0.2969,,,38.4,,296.9
2.1267,0.093,0.3422,,,93,,342.2
2.13,0.0288,0.2793,,,28.8,,279.3
2.1333,-0.1443,0.1104,,,-144.3,,110.4
2.1367,-0.378,-0.1279,,,-378,,-127.9
2.14,-0.6447,-0.395,,,-644.7,,-395
2.1433,-0.8946,-0.6357,,,-894.6,,-635.7
2.1467,-1.0482,-0.7943,,,-1048.2,,-794.3
2.15,-1.0668,-0.8174,,,-1066.8,,-817.4
2.1533,-0.9582,-0.6812,,,-958.2,,-681.2
2.1567,-0.6837,-0.4484,,,-683.7,,-448.4
2.16,-0.5022,-0.2202,,,-502.2,,-220.2
2.1633,-0.3084,-0.0617,,,-308.4,,-61.7
2.1667,-0.2697,-0.0058,,,-269.7,,-5.8
2.17,-0.2829,-0.0204,,,-282.9,,-20.4
2.1733,-0.2673,-0.0102,,,-267.3,,-10.2
2.1767,-0.2142,0.0469,,,-214.2,,46.9
2.18,-0.1707,0.0902,,,-170.7,,90.2
2.1833,-0.1497,0.1087,,,-149.7,,108.7
2.1867,-0.1332,0.1266,,,-133.2,,126.6
2.19,-0.1245,0.135,,,-124.5,,135
2.1933,-0.1215,0.1374,,,-121.5,,137.4
2.1967,-0.1086,0.1489,,,-108.6,,148.9
2.2,-0.1023,0.1575,,,-102.3,,157.5
2.2033,-0.0957,0.1608,,,-95.7,,160.8
2.2067,-0.0885,0.1699,,,-88.5,,169.9
2.21,-0.0819,0.1745,,,-81.9,,174.5
2.2133,-0.0882,0.1697,,,-88.2,,169.7
2.2167,-0.0876,0.1673,,,-87.6,,167.3
2.22,-0.0912,0.1664,,,-91.2,,166.4
2.2233,-0.0894,0.1655,,,-89.4,,165.5
2.2267,-0.087,0.1685,,,-87,,168.5
2.23,-0.0867,0.1687,,,-86.7,,168.7
2.2333,-0.0909,0.1634,,,-90.9,,163.4
2.2367,-0.0948,0.1596,,,-94.8,,159.6
2.24,-0.0975,0.157,,,-97.5,,157
2.2433,-0.0963,0.1566,,,-96.3,,156.6
2.2467,-0.0933,0.1608,,,-93.3,,160.8
2.25,-0.0921,0.1608,,,-92.1,,160.8
2.2533,-0.0966,0.1553,,,-96.6,,155.3
2.2567,-0.1002,0.1538,,,-100.2,,153.8
2.26,-0.0963,0.1541,,,-96.3,,154.1
2.2633,-0.1008,0.1517,,,-100.8,,151.7
2.2667,-0.1023,0.1497,,,-102.3,,149.7
2.27,-0.1026,0.1469,,,-102.6,,146.9
2.2733,-0.1089,0.1437,,,-108.9,,143.7
2.2767,-0.105,0.1443,,,-105,,144.3
2.28,-0.1089,0.1422,,,-108.9,,142.2
2.2833,-0.1128,0.136,,,-112.8,,136
2.2867,-0.1167,0.135,,,-116.7,,135
2.29,-0.1131,0.1334,,,-113.1,,133.4
2.2933,-0.1278,0.1242,,,-127.8,,124.2
2.2967,-0.1263,0.1205,,,-126.3,,120.5
2.3,-0.126,0.1237,,,-126,,123.7
2.3033,-0.129,0.1187,,,-129,,118.7
2.3067,-0.1383,0.1108,,,-138.3,,110.8
2.31,-0.1359,0.1105,,,-135.9,,110.5
2.3133,-0.1401,0.1092,,,-140.1,,109.2
2.3167,-0.144,0.1023,,,-144,,102.3
2.32,-0.1506,0.0969,,,-150.6,,96.9
2.3233,-0.1542,0.0933,,,-154.2,,93.3
2.3267,-0.1566,0.0897,,,-156.6,,89.7
2.33,-0.1596,0.0871,,,-159.6,,87.1
2.3333,-0.1641,0.083,,,-164.1,,83
2.3367,-0.1677,0.0775,,,-167.7,,77.5
2.34,-0.1734,0.0742,,,-173.4,,74.2
2.3433,-0.1728,0.0719,,,-172.8,,71.9
2.3467,-0.1782,0.0685,,,-178.2,,68.5
2.35,-0.1806,0.065,,,-180.6,,65
2.3533,-0.1848,0.0604,,,-184.8,,60.4
2.3567,-0.1923,0.0536,,,-192.3,,53.6
2.36,-0.1977,0.048,,,-197.7,,48
2.3633,-0.1983,0.0456,,,-198.3,,45.6
2.3667,-0.2037,0.0438,,,-203.7,,43.8
2.37,-0.2025,0.0401,,,-202.5,,40.1
2.3733,-0.2121,0.0349,,,-212.1,,34.9
2.3767,-0.2154,0.0288,,,-215.4,,28.8
2.38,-0.2211,0.0236,,,-221.1,,23.6
2.3833,-0.2223,0.0233,,,-222.3,,23.3
2.3867,-0.2157,0.0287,,,-215.7,,28.7
2.39,-0.2097,0.0352,,,-209.7,,35.2
2.3933,-0.2028,0.0419,,,-202.8,,41.9
2.3967,-0.1929,0.0519,,,-192.9,,51.9
2.4,-0.1809,0.0628,,,-180.9,,62.8
2.4033,-0.1728,0.0728,,,-172.8,,72.8
2.4067,-0.156,0.0867,,,-156,,86.7
2.41,-0.1416,0.1033,,,-141.6,,103.3
2.4133,-0.1299,0.1135,,,-129.9,,113.5
2.4167,-0.1248,0.1181,,,-124.8,,118.1
2.42,-0.1197,0.1245,,,-119.7,,124.5
2.4233,-0.1074,0.1342,,,-107.4,,134.2
2.4267,-0.099,0.1447,,,-99,,144.7
2.43,-0.0885,0.153,,,-88.5,,153
2.4333,-0.0879,0.1544,,,-87.9,,154.4
2.4367,-0.0897,0.1519,,,-89.7,,151.9
2.44,-0.0864,0.1547,,,-86.4,,154.7
2.4433,-0.0792,0.1619,,,-79.2,,161.9
2.4467,-0.075,0.1654,,,-75,,165.4
2.45,-0.0753,0.1651,,,-75.3,,165.1
2.4533,-0.0765,0.1632,,,-76.5,,163.2
2.4567,-0.0801,0.1595,,,-80.1,,159.5
2.46,-0.0816,0.158,,,-81.6,,158
2.4633,-0.0759,0.162,,,-75.9,,162
2.4667,-0.0747,0.1655,,,-74.7,,165.5
2.47,-0.0693,0.1666,,,-69.3,,166.6
2.4733,-0.0708,0.1696,,,-70.8,,169.6
2.4767,-0.0636,0.1712,,,-63.6,,171.2
2.48,-0.0717,0.1681,,,-71.7,,168.1
2.4833,-0.0669,0.1674,,,-66.9,,167.4
2.4867,-0.0678,0.1707,,,-67.8,,170.7
2.49,-0.0633,0.1711,,,-63.3,,171.1
2.4933,-0.0669,0.1702,,,-66.9,,170.2
2.4967,-0.0642,0.1696,,,-64.2,,169.6
2.5,-0.0705,0.1665,,,-70.5,,166.5
2.5033,-0.0642,0.1678,,,-64.2,,167.8
2.5067,-0.0627,0.1743,,,-62.7,,174.3
2.51,-0.0594,0.1723,,,-59.4,,172.3
2.5133,-0.0684,0.1664,,,-68.4,,166.4
2.5167,-0.0612,0.1713,,,-61.2,,171.3
2.52,-0.0591,0.1746,,,-59.1,,174.6
2.5233,-0.0621,0.1685,,,-62.1,,168.5
2.5267,-0.0642,0.1709,,,-64.2,,170.9
2.53,-0.0492,0.1791,,,-49.2,,179.1
2.5333,-0.0594,0.1749,,,-59.4,,174.9
2.5367,-0.0594,0.1696,,,-59.4,,169.6
2.54,-0.0585,0.1734,,,-58.5,,173.4
2.5433,-0.0561,0.173,,,-56.1,,173
2.5467,-0.0618,0.1698,,,-61.8,,169.8
2.55,-0.0531,0.1745,,,-53.1,,174.5
2.5533,-0.0531,0.178,,,-53.1,,178
2.5567,-0.0537,0.1737,,,-53.7,,173.7
2.56,-0.0594,0.1702,,,-59.4,,170.2
2.5633,-0.0579,0.1691,,,-57.9,,169.1
2.5667,-0.0606,0.1683,,,-60.6,,168.3
2.57,-0.0573,0.1692,,,-57.3,,169.2
2.5733,-0.0576,0.1699,,,-57.6,,169.9
2.5767,-0.0567,0.1701,,,-56.7,,170.1
2.58,-0.0537,0.1725,,,-53.7,,172.5
2.5833,-0.0501,0.1755,,,-50.1,,175.5
2.5867,-0.0492,0.1775,,,-49.2,,177.5
2.59,-0.0447,0.1788,,,-44.7,,178.8
2.5933,-0.0492,0.1776,,,-49.2,,177.6
2.5967,-0.0471,0.1756,,,-47.1,,175.6
2.6,-0.0477,0.1779,,,-47.7,,177.9
2.6033,-0.0402,0.1823,,,-40.2,,182.3
2.6067,-0.0414,0.1829,,,-41.4,,182.9
2.61,-0.0423,0.1802,,,-42.3,,180.2
2.6133,-0.0441,0.1788,,,-44.1,,178.8
2.6167,-0.0429,0.1785,,,-42.9,,178.5
2.62,-0.0483,0.1756,,,-48.3,,175.6
2.6233,-0.0444,0.1736,,,-44.4,,173.6
2.6267,-0.048,0.1774,,,-48,,177.4
2.63,-0.036,0.1809,,,-36,,180.9
2.6333,-0.0438,0.1789,,,-43.8,,178.9
2.6367,-0.0423,0.1767,,,-42.3,,176.7
2.64,-0.0432,0.177,,,-43.2,,177
2.6433,-0.0408,0.1771,,,-40.8,,177.1
2.6467,-0.0432,0.1779,,,-43.2,,177.9
2.65,-0.0366,0.1795,,,-36.6,,179.5
2.6533,-0.0387,0.1809,,,-38.7,,180.9
2.6567,-0.0351,0.1825,,,-35.1,,182.5
2.66,-0.0351,0.1818,,,-35.1,,181.8
2.6633,-0.0372,0.1795,,,-37.2,,179.5
2.6667,-0.0366,0.1818,,,-36.6,,181.8
2.67,-0.0279,0.1853,,,-27.9,,185.3
2.6733,-0.0354,0.1834,,,-35.4,,183.4
2.6767,-0.0309,0.1827,,,-30.9,,182.7
2.68,-0.0276,0.188,,,-27.6,,188
2.6833,-0.0225,0.192,,,-22.5,,192
2.6867,-0.0249,0.1901,,,-24.9,,190.1
2.69,-0.0255,0.1867,,,-25.5,,186.7
2.6933,-0.0294,0.1861,,,-29.4,,186.1
2.6967,-0.0246,0.1869,,,-24.6,,186.9
2.7,-0.0276,0.1859,,,-27.6,,185.9
2.7033,-0.0273,0.1844,,,-27.3,,184.4
2.7067,-0.0285,0.1845,,,-28.5,,184.5
2.71,-0.027,0.1826,,,-27,,182.6
2.7133,-0.033,0.1805,,,-33,,180.5
2.7167,-0.0255,0.1835,,,-25.5,,183.5
2.72,-0.0246,0.1863,,,-24.6,,186.3
2.7233,-0.0255,0.1851,,,-25.5,,185.1
2.7267,-0.021,0.1873,,,-21,,187.3
2.73,-0.0192,0.1912,,,-19.2,,191.2
2.7333,-0.0204,0.1875,,,-20.4,,187.5
2.7367,-0.0267,0.1822,,,-26.7,,182.2
2.74,-0.0228,0.1851,,,-22.8,,185.1
2.7433,-0.0171,0.19,,,-17.1,,190
2.7467,-0.0198,0.1887,,,-19.8,,188.7
2.75,-0.018,0.1869,,,-18,,186.9
2.7533,-0.0192,0.1892,,,-19.2,,189.2
2.7567,-0.0132,0.1915,,,-13.2,,191.5
2.76,-0.0129,0.1931,,,-12.9,,193.1
2.7633,-0.0099,0.1956,,,-9.9,,195.6
2.7667,-0.009,0.1957,,,-9,,195.7
2.77,-0.0084,0.1953,,,-8.4,,195.3
2.7733,-0.0054,0.2,,,-5.4,,200
2.7767,0.0009,0.2027,,,0.9,,202.7
2.78,-0.0069,0.1981,,,-6.9,,198.1
2.7833,-0.0027,0.198,,,-2.7,,198
2.7867,0.0009,0.2057,,,0.9,,205.7
2.79,0.0102,0.2091,,,10.2,,209.1
2.7933,0.0018,0.206,,,1.8,,206
2.7967,0.0033,0.2026,,,3.3,,202.6
2.8,-0.0012,0.1993,,,-1.2,,199.3
2.8033,-0.0042,0.1973,,,-4.2,,197.3
2.8067,-0.0036,0.1946,,,-3.6,,194.6
2.81,-0.0156,0.1843,,,-15.6,,184.3
2.8133,-0.027,0.1727,,,-27,,172.7
2.8167,-0.0279,0.1696,,,-27.9,,169.6
2.82,-0.0303,0.1682,,,-30.3,,168.2
2.8233,-0.0375,0.162,,,-37.5,,162
2.8267,-0.0366,0.158,,,-36.6,,158
2.83,-0.0402,0.1604,,,-40.2,,160.4
2.8333,-0.03,0.1648,,,-30,,164.8
2.8367,-0.0288,0.1682,,,-28.8,,168.2
2.84,-0.0276,0.1696,,,-27.6,,169.6
2.8433,-0.0237,0.1709,,,-23.7,,170.9
2.8467,-0.0207,0.1755,,,-20.7,,175.5
2.85,-0.0168,0.1783,,,-16.8,,178.3
2.8533,-0.0192,0.1756,,,-19.2,,175.6
2.8567,-0.0189,0.1746,,,-18.9,,174.6
2.86,-0.0195,0.1763,,,-19.5,,176.3
2.8633,-0.0183,0.1736,,,-18.3,,173.6
2.8667,-0.0222,0.1716,,,-22.2,,171.6
2.87,-0.0186,0.1755,,,-18.6,,175.5
2.8733,-0.0135,0.1771,,,-13.5,,177.1
2.8767,-0.0201,0.1733,,,-20.1,,173.3
2.88,-0.0231,0.1694,,,-23.1,,169.4
2.8833,-0.0213,0.168,,,-21.3,,168
2.8867,-0.0228,0.1705,,,-22.8,,170.5
2.89,-0.0177,0.1723,,,-17.7,,172.3
2.8933,-0.0201,0.1696,,,-20.1,,169.6
2.8967,-0.0219,0.1694,,,-21.9,,169.4
2.9,-0.0186,0.1703,,,-18.6,,170.3
2.9033,-0.0225,0.1676,,,-22.5,,167.6
2.9067,-0.0183,0.1692,,,-18.3,,169.2
2.91,-0.0144,0.1767,,,-14.4,,176.7
2.9133,0.0153,0.2018,,,15.3,,201.8
2.9167,0.0867,0.2726,,,86.7,,272.6
2.92,0.1566,0.3494,,,156.6,,349.4
2.9233,0.1584,0.3367,,,158.4,,336.7
2.9267,0.0186,0.21,,,18.6,,210
2.93,-0.1803,0.0042,,,-180.3,,4.2
2.9333,-0.4404,-0.2547,,,-440.4,,-254.7
2.9367,-0.702,-0.519,,,-702,,-519
2.94,-0.9279,-0.724,,,-927.9,,-724
2.9433,-0.9849,-0.8197,,,-984.9,,-819.7
2.9467,-0.9774,-0.7572,,,-977.4,,-757.2
2.95,-0.7251,-0.5516,,,-725.1,,-551.6
2.9533,-0.51,-0.311,,,-510,,-311
2.9567,-0.3255,-0.123,,,-325.5,,-123
2.96,-0.1998,-0.0187,,,-199.8,,-18.7
2.9633,-0.2046,-0.0011,,,-204.6,,-1.1
2.9667,-0.1983,-0.0053,,,-198.3,,-5.3
2.97,-0.1548,0.0353,,,-154.8,,35.3
2.9733,-0.1116,0.0869,,,-111.6,,86.9
2.9767,-0.0834,0.1088,,,-83.4,,108.8
2.98,-0.0681,0.1249,,,-68.1,,124.9
2.9833,-0.0507,0.1423,,,-50.7,,142.3
2.9867,-0.0477,0.1481,,,-47.7,,148.1
2.99,-0.0339,0.1543,,,-33.9,,154.3
2.9933,-0.0321,0.1637,,,-32.1,,163.7
2.9967,-0.0243,0.1668,,,-24.3,,166.8
3,-0.0216,0.1686,,,-21.6,,168.6
3.0033,-0.0222,0.1708,,,-22.2,,170.8
3.0067,-0.0189,0.1712,,,-18.9,,171.2
3.01,-0.018,0.1725,,,-18,,172.5
3.0133,-0.0186,0.1711,,,-18.6,,171.1
3.0167,-0.0249,0.1664,,,-24.9,,166.4
3.02,-0.0222,0.1652,,,-22.2,,165.2
3.0233,-0.0243,0.166,,,-24.3,,166
3.0267,-0.0246,0.1647,,,-24.6,,164.7
3.03,-0.0228,0.1635,,,-22.8,,163.5
3.0333,-0.0294,0.1614,,,-29.4,,161.4
3.0367,-0.0264,0.1588,,,-26.4,,158.8
3.04,-0.0318,0.1579,,,-31.8,,157.9
3.0433,-0.0276,0.1569,,,-27.6,,156.9
3.0467,-0.0342,0.1555,,,-34.2,,155.5
3.05,-0.0294,0.1541,,,-29.4,,154.1
3.0533,-0.0384,0.1497,,,-38.4,,149.7
3.0567,-0.0405,0.1445,,,-40.5,,144.5
3.06,-0.0432,0.1423,,,-43.2,,142.3
3.0633,-0.0444,0.1408,,,-44.4,,140.8
3.0667,-0.0471,0.1386,,,-47.1,,138.6
3.07,-0.0468,0.1361,,,-46.8,,136.1
3.0733,-0.0537,0.1328,,,-53.7,,132.8
3.0767,-0.0531,0.1291,,,-53.1,,129.1
3.08,-0.0594,0.1257,,,-59.4,,125.7
3.0833,-0.06,0.123,,,-60,,123
3.0867,-0.0615,0.1219,,,-61.5,,121.9
3.09,-0.0636,0.1196,,,-63.6,,119.6
3.0933,-0.0681,0.1147,,,-68.1,,114.7
3.0967,-0.0702,0.112,,,-70.2,,112
3.1,-0.0732,0.1103,,,-73.2,,110.3
3.1033,-0.0756,0.1046,,,-75.6,,104.6
3.1067,-0.0849,0.0995,,,-84.9,,99.5
3.11,-0.0813,0.0978,,,-81.3,,97.8
3.1133,-0.0903,0.0934,,,-90.3,,93.4
3.1167,-0.0933,0.0865,,,-93.3,,86.5
3.12,-0.1002,0.0823,,,-100.2,,82.3
3.1233,-0.1014,0.078,,,-101.4,,78
3.1267,-0.111,0.0723,,,-111,,72.3
3.13,-0.1092,0.0683,,,-109.2,,68.3
3.1333,-0.1197,0.0642,,,-119.7,,64.2
3.1367,-0.1179,0.0601,,,-117.9,,60.1
3.14,-0.1227,0.0586,,,-122.7,,58.6
3.1433,-0.1272,0.0535,,,-127.2,,53.5
3.1467,-0.1356,0.0431,,,-135.6,,43.1
3.15,-0.1431,0.0382,,,-143.1,,38.2
3.1533,-0.1416,0.0379,,,-141.6,,37.9
3.1567,-0.1485,0.0307,,,-148.5,,30.7
3.16,-0.159,0.0222,,,-159,,22.2
3.1633,-0.156,0.0222,,,-156,,22.2
3.1667,-0.1578,0.0234,,,-157.8,,23.4
3.17,-0.1587,0.0197,,,-158.7,,19.7
3.1733,-0.1641,0.0169,,,-164.1,,16.9
3.1767,-0.162,0.0162,,,-162,,16.2
3.18,-0.1647,0.0161,,,-164.7,,16.1
3.1833,-0.1584,0.0204,,,-158.4,,20.4
3.1867,-0.1506,0.0293,,,-150.6,,29.3
3.19,-0.1401,0.0387,,,-140.1,,38.7
3.1933,-0.132,0.0487,,,-132,,48.7
3.1967,-0.1143,0.0625,,,-114.3,,62.5
3.2,-0.1029,0.079,,,-102.9,,79
3.2033,-0.0834,0.0929,,,-83.4,,92.9
3.2067,-0.0777,0.1023,,,-77.7,,102.3
3.21,-0.0681,0.1102,,,-68.1,,110.2
3.2133,-0.0597,0.1176,,,-59.7,,117.6
3.2167,-0.0552,0.1237,,,-55.2,,123.7
3.22,-0.0456,0.1312,,,-45.6,,131.2
3.2233,-0.0384,0.1394,,,-38.4,,139.4
3.2267,-0.0336,0.1432,,,-33.6,,143.2
3.23,-0.0327,0.1439,,,-32.7,,143.9
3.2333,-0.0309,0.1461,,,-30.9,,146.1
3.2367,-0.0267,0.1481,,,-26.7,,148.1
3.24,-0.0279,0.1495,,,-27.9,,149.5
3.2433,-0.0216,0.1525,,,-21.6,,152.5
3.2467,-0.0216,0.154,,,-21.6,,154
3.25,-0.0213,0.154,,,-21.3,,154
3.2533,-0.0165,0.157,,,-16.5,,157
3.2567,-0.0165,0.1582,,,-16.5,,158.2
3.26,-0.0219,0.1526,,,-21.9,,152.6
3.2633,-0.0228,0.149,,,-22.8,,149
3.2667,-0.0237,0.1516,,,-23.7,,151.6
3.27,-0.021,0.1503,,,-21,,150.3
3.2733,-0.0282,0.145,,,-28.2,,145
3.2767,-0.0273,0.145,,,-27.3,,145
3.28,-0.0246,0.1474,,,-24.6,,147.4
3.2833,-0.0264,0.1446,,,-26.4,,144.6
3.2867,-0.0309,0.1417,,,-30.9,,141.7
3.29,-0.0282,0.1417,,,-28.2,,141.7
3.2933,-0.0321,0.139,,,-32.1,,139
3.2967,-0.0357,0.1354,,,-35.7,,135.4
3.3,-0.0318,0.1375,,,-31.8,,137.5
3.3033,-0.0282,0.142,,,-28.2,,142
3.3067,-0.0276,0.143,,,-27.6,,143
3.31,-0.024,0.1433,,,-24,,143.3
3.3133,-0.0267,0.1444,,,-26.7,,144.4
3.3167,-0.0255,0.1419,,,-25.5,,141.9
3.32,-0.0318,0.137,,,-31.8,,137
3.3233,-0.0309,0.1369,,,-30.9,,136.9
3.3267,-0.0279,0.1411,,,-27.9,,141.1
3.33,-0.0222,0.1428,,,-22.2,,142.8
3.3333,-0.0288,0.1416,,,-28.8,,141.6
3.3367,-0.0243,0.14,,,-24.3,,140
3.34,-0.0309,0.1368,,,-30.9,,136.8
3.3433,-0.0336,0.1331,,,-33.6,,133.1
3.3467,-0.0333,0.1322,,,-33.3,,132.2
3.35,-0.0318,0.1336,,,-31.8,,133.6
3.3533,-0.0327,0.1347,,,-32.7,,134.7
3.3567,-0.027,0.1353,,,-27,,135.3
3.36,-0.0312,0.1367,,,-31.2,,136.7
3.3633,-0.0249,0.1376,,,-24.9,,137.6
3.3667,-0.0303,0.1354,,,-30.3,,135.4
3.37,-0.0306,0.1329,,,-30.6,,132.9
3.3733,-0.0306,0.1333,,,-30.6,,133.3
3.3767,-0.0312,0.1328,,,-31.2,,132.8
3.38,-0.0324,0.1298,,,-32.4,,129.8
3.3833,-0.0345,0.1298,,,-34.5,,129.8
3.3867,-0.0306,0.1316,,,-30.6,,131.6
3.39,-0.0306,0.1306,,,-30.6,,130.6
3.3933,-0.036,0.1294,,,-36,,129.4
3.3967,-0.0279,0.1299,,,-27.9,,129.9
